user_id,education,experience_years,skills,interests,certification,learning_source,projects_count,dominant_project_domain,target_career,row_type
4ba3a1ec,BSc,6,"machine learning, feature engineering, docker, tensorflow, pytorch",data engineering,Coursera ML,workplace,7,ml,ML Engineer,natural
3251e3de,BCA,1,"typescript, sql, javascript, html",frontend development,None,self-taught,3,web,Full Stack Developer,pivot_t3
5543b1f0,MBA,2,"html, typescript, nodejs, react, linux",frontend development,None,self-taught,4,web,Full Stack Developer,pivot_t2
df8dc073,Diploma,3,"webpack, css, html",frontend development,Udemy Web Dev,university,4,web,Web Developer,natural
eb79d1dd,MCA,4,"user research, sql, excel, data analysis, agile, jira",product strategy,Product School PM,online-course,3,business,Product Manager,pivot_t2
2d6b07be,Diploma,2,"docker, terraform, jenkins, ci/cd, linux, git",backend development,Kubernetes CKA,online-course,5,devops,DevOps Engineer,pivot_t2
a5ed5581,BTech,3,"nodejs, python, redis, microservices",backend development,Udemy Web Dev,self-taught,2,web,Backend Developer,pivot_t3
d5b66f1b,BBA,6,"okrs, agile, roadmapping, user research, firebase",business intelligence,None,online-course,6,business,Product Manager,noise
894f9495,Diploma,4,"kubernetes, networking, azure, cloud computing, google cloud, product management",cloud infrastructure,None,self-taught,2,cloud,Cloud Engineer,noise
c4059037,Diploma,2,"html, mongodb, linux, sql, next.js",backend development,None,online-course,4,web,Full Stack Developer,natural
32f6e819,Diploma,3,"sketch, user research, css, wireframing",product strategy,Interaction Design Foundation,university,5,design,UI/UX Designer,natural
b7e2fc86,MCA,5,"jira, sql, business analysis, process mapping, requirements gathering",growth marketing,Microsoft Power BI,bootcamp,5,business,Business Analyst,pivot_t1
653dcae8,BSc,1,"r, excel, business analysis, pandas, sql",data engineering,Google Data Analytics,workplace,2,data,Data Analyst,natural
e766a72c,Diploma,0,"figma, prototyping, wireframing, ui/ux",ux research,Google UX Design,online-course,1,design,UI/UX Designer,natural
cd5156a7,BCA,6,"agile, user research, business analysis, roadmapping, ci/cd",growth marketing,None,self-taught,4,business,Product Manager,noise
6cc1ecb3,BCA,2,"sql, html, nodejs, next.js, docker",backend development,AWS Solutions Architect,university,4,web,Full Stack Developer,natural
cb49050c,MCA,3,"swift, javascript, sql, dart, android, flutter",frontend development,None,online-course,4,mobile,Mobile Developer,pivot_t2
961ca51c,Diploma,4,"next.js, sass, css, javascript",ux research,Google UX Design,university,4,web,Web Developer,natural
600565e6,MBA,5,"roadmapping, user research, agile, excel",product strategy,Scrum Master,self-taught,6,business,Product Manager,natural
e417942a,Diploma,4,"numpy, excel, machine learning, statistics, data analysis, css",machine learning,None,university,2,data,Data Scientist,noise
14a5383f,BSc,1,"css, figma, adobe xd, wireframing, linux",product strategy,None,workplace,2,design,UI/UX Designer,noise
7fc457f3,BTech,0,"redis, nodejs, java, sql",cloud infrastructure,None,workplace,0,none,Backend Developer,natural
e65a30fc,MCA,3,"digital marketing, copywriting, content writing, email marketing, google analytics, firebase",product strategy,None,self-taught,3,marketing,Digital Marketer,noise
df0643f3,BTech,6,"kubernetes, ci/cd, prometheus",backend development,None,self-taught,3,devops,DevOps Engineer,pivot_t3
2601571e,MCA,4,"aws, cloud computing, linux, docker, terraform",backend development,None,workplace,3,cloud,Cloud Engineer,natural
be4914bf,BBA,1,"agile, business analysis, sql, requirements gathering",growth marketing,None,self-taught,3,business,Business Analyst,pivot_t3
bec40c1c,Diploma,9,"python, business analysis, excel, agile, wireframing, product management",growth marketing,Product School PM,online-course,10,business,Product Manager,pivot_t1
d42d3558,BSc,3,"git, javascript, typescript, next.js, html",mobile development,None,self-taught,4,web,Web Developer,natural
135045b4,BTech,5,"linux, terraform, prometheus, ansible, kubernetes",cloud infrastructure,Kubernetes CKA,university,3,devops,DevOps Engineer,natural
b9017f1a,MCA,3,"ansible, aws, ci/cd, docker, kubernetes, git",cloud infrastructure,Azure DevOps,online-course,5,devops,DevOps Engineer,pivot_t2
764b14d3,BTech,1,"rest apis, mongodb, docker, sql",devops,None,university,3,web,Backend Developer,natural
becc999f,BSc,2,"statistics, pandas, sql, tableau, python",data engineering,Coursera ML,university,2,data,Data Scientist,natural
44afcba2,BTech,6,"linux, jenkins, docker, kubernetes",cloud infrastructure,Kubernetes CKA,online-course,4,devops,DevOps Engineer,natural
c6bc81f1,BSc,4,"css, docker, nodejs, react",backend development,Udemy Web Dev,workplace,5,web,Full Stack Developer,pivot_t1
19e4fe40,MCA,3,"machine learning, tensorflow, kubernetes, python",data engineering,Coursera ML,online-course,2,ml,ML Engineer,natural
38805af3,MCA,3,"ethical hacking, networking, python, cloud computing, cybersecurity, penetration testing, css",cloud infrastructure,CompTIA Security+,university,5,security,Cybersecurity Analyst,noise
cb0a2bd1,BBA,10,"html, nodejs, css, react, javascript, figma, typescript",mobile development,freeCodeCamp,self-taught,9,web,Web Developer,pivot_t1
dd0e38f9,BBA,6,"agile, process mapping, business analysis",business intelligence,Scrum Master,university,7,business,Business Analyst,natural
db4cb4cf,BBA,2,"jira, data analysis, wireframing, agile, roadmapping",product strategy,None,bootcamp,5,business,Product Manager,pivot_t3
bec889f7,BTech,4,"firebase, git, flutter, swift, rest apis, dart",frontend development,Google Associate Android,online-course,3,mobile,Mobile Developer,pivot_t2
50267529,Diploma,7,"networking, firewall, python, ethical hacking, linux, cybersecurity",backend development,AWS Security,online-course,8,security,Cybersecurity Analyst,pivot_t1
49c815be,BBA,2,"email marketing, content writing, ads, seo, digital marketing",product strategy,None,online-course,4,marketing,Digital Marketer,pivot_t3
dd7e49e7,BBA,4,"excel, tableau, power bi, sql, r, reporting, pandas",machine learning,Tableau Desktop,online-course,6,data,Data Analyst,pivot_t1
3cea6be6,Diploma,2,"dart, rest apis, react native, android, flutter",backend development,None,online-course,2,mobile,Mobile Developer,natural
85e31a1d,BCA,2,"html, webpack, next.js, react",frontend development,Udemy Web Dev,online-course,2,web,Web Developer,natural
5dced2c8,BCA,4,"power bi, r, sql, statistics, python",data engineering,None,workplace,4,data,Data Analyst,noise
053949ee,BBA,7,"agile, product management, sql, roadmapping, business analysis",product strategy,Scrum Master,workplace,6,business,Product Manager,natural
69b175ac,Diploma,0,"nodejs, docker, html",devops,freeCodeCamp,workplace,2,web,Full Stack Developer,natural
86a6cc93,MCA,7,"agile, python, business analysis, tableau, jira, kubernetes",growth marketing,None,university,4,business,Business Analyst,noise
b122be9c,BBA,3,"content writing, seo, google analytics, ads",growth marketing,None,university,3,marketing,Digital Marketer,natural
fd65d40a,BTech,4,"ethical hacking, python, networking, firewall, cybersecurity",cloud infrastructure,AWS Security,university,4,security,Cybersecurity Analyst,natural
c3b42d9e,BSc,2,"statistics, power bi, data analysis, tableau",business intelligence,Google Data Analytics,workplace,2,data,Data Analyst,natural
98eec687,MCA,4,"digital marketing, content writing, google analytics, excel, seo",product strategy,None,self-taught,3,marketing,Digital Marketer,pivot_t2
d153c569,MBA,6,"cryptography, python, cybersecurity, linux",backend development,None,online-course,6,security,Cybersecurity Analyst,natural
0f6187e1,BCA,0,"nodejs, figma, html, css",frontend development,None,workplace,0,none,Web Developer,natural
b4f8df43,MCA,3,"tableau, machine learning, sql, statistics",business intelligence,IBM Data Science,university,4,data,Data Scientist,natural
8dceb01c,MCA,4,"microservices, git, sql, java, postgresql",cloud infrastructure,None,workplace,2,web,Backend Developer,natural
ce442bbf,Diploma,7,"sketch, design systems, user research, wireframing, adobe xd",ux research,Meta Front-End Developer,workplace,5,design,UI/UX Designer,natural
23c89b33,MCA,5,"machine learning, docker, feature engineering, tensorflow, python",machine learning,None,workplace,5,ml,ML Engineer,natural
5b7da6ae,MCA,3,"sql, statistics, r, power bi, product management",business intelligence,Google Data Analytics,workplace,4,data,Data Scientist,noise
834189ae,BSc,1,"pytorch, mlflow, machine learning",machine learning,DeepLearning.AI,university,0,none,ML Engineer,natural
e6507ff4,BCA,4,"networking, linux, firewall, cryptography",cybersecurity,CompTIA Security+,workplace,2,security,Cybersecurity Analyst,natural
3e22686a,MCA,5,"kubernetes, aws, google cloud, docker",cloud infrastructure,None,workplace,7,cloud,Cloud Engineer,natural
391e52d8,BTech,3,"redis, python, java",backend development,None,university,2,web,Backend Developer,natural
37f72f48,BSc,4,"networking, bash, linux, python, cybersecurity",backend development,CompTIA Security+,online-course,3,security,Cybersecurity Analyst,natural
f52ded09,BBA,3,"cybersecurity, python, linux, networking",backend development,None,self-taught,3,security,Cybersecurity Analyst,pivot_t2
1843255e,BSc,2,"dart, react native, rest apis, ios, jira",mobile development,Flutter Certified,university,2,mobile,Mobile Developer,noise
ac892287,BBA,4,"android, javascript, react native, flutter, ios",frontend development,Apple Swift,online-course,4,mobile,Mobile Developer,pivot_t1
8adcb838,MCA,4,"machine learning, data analysis, numpy, business analysis, tableau",machine learning,Google Data Analytics,university,4,data,Data Scientist,natural
71b82bec,BBA,3,"agile, excel, power bi, sql",product strategy,PMP,university,3,business,Business Analyst,natural
7682cec4,BBA,1,"business analysis, requirements gathering, product management, excel",business intelligence,CBAP,university,3,business,Business Analyst,natural
813a5f1d,MCA,3,"pytorch, machine learning, kubernetes, mlflow, tensorflow",data engineering,Flutter Certified,online-course,3,ml,ML Engineer,pivot_t3
ed732886,BBA,6,"statistics, data analysis, excel, power bi, sql",data engineering,None,online-course,4,data,Data Analyst,pivot_t2
d1b1a9e5,BBA,0,"content writing, email marketing, sql, seo",growth marketing,HubSpot Marketing,university,1,marketing,Digital Marketer,natural
06cf64fe,BCA,6,"javascript, react, html, webpack",frontend development,Udemy Web Dev,workplace,3,web,Web Developer,natural
eab7ff97,MCA,1,"kubernetes, pytorch, deep learning, tensorflow, feature engineering",devops,DeepLearning.AI,workplace,0,none,ML Engineer,natural
4f2755f5,BCA,4,"nodejs, python, java, microservices",backend development,None,self-taught,5,web,Backend Developer,pivot_t3
301b12de,MBA,4,"user research, css, javascript, wireframing, cybersecurity",frontend development,None,online-course,4,design,UI/UX Designer,noise
304feb60,MBA,3,"power bi, sql, excel",business intelligence,CBAP,university,3,business,Business Analyst,natural
37f32c47,MBA,5,"siem, cybersecurity, firewall, ethical hacking",backend development,CompTIA Security+,bootcamp,6,security,Cybersecurity Analyst,natural
ed59193e,MBA,6,"product management, sql, jira",product strategy,None,university,4,business,Product Manager,natural
5010e14d,Diploma,2,"firebase, ios, dart, rest apis, flutter",frontend development,Google Associate Android,university,3,mobile,Mobile Developer,natural
85f3d2bc,Diploma,2,"ui/ux, sketch, product management, html, figma",frontend development,Google UX Design,university,3,design,UI/UX Designer,natural
cf6ef3e3,BTech,6,"kubernetes, machine learning, tensorflow, python",devops,TensorFlow Developer,university,5,ml,ML Engineer,natural
aea80db5,BTech,3,"sql, react, javascript",devops,Udemy Web Dev,workplace,3,web,Full Stack Developer,natural
d1fcfd44,BSc,1,"aws, docker, python, linux, azure",devops,None,self-taught,1,cloud,Cloud Engineer,pivot_t2
507719f8,BSc,3,"kotlin, dart, react native, javascript",frontend development,None,bootcamp,6,mobile,Mobile Developer,pivot_t2
07623b5b,BTech,2,"penetration testing, firewall, ethical hacking, linux, jira",backend development,None,bootcamp,5,security,Cybersecurity Analyst,noise
6a804af1,BTech,2,"wireframing, prototyping, javascript, user research, adobe xd, design systems",frontend development,Interaction Design Foundation,workplace,4,design,UI/UX Designer,pivot_t2
ae8dc9eb,BTech,6,"redis, sql, rest apis, java, postgresql",backend development,None,workplace,3,web,Backend Developer,natural
730c181f,BBA,4,"requirements gathering, sql, jira",business intelligence,None,workplace,3,business,Business Analyst,natural
ffa969a5,MBA,3,"terraform, cloud computing, aws, google cloud, agile",backend development,None,online-course,4,cloud,Cloud Engineer,noise
34435fa1,MBA,5,"excel, seo, content writing, digital marketing, copywriting",product strategy,HubSpot Marketing,university,4,marketing,Digital Marketer,natural
f32c65a3,MBA,6,"sql, agile, product management, requirements gathering",business intelligence,Scrum Master,university,7,business,Business Analyst,natural
73cd493f,BBA,7,"user research, roadmapping, excel, product management",product strategy,None,workplace,4,business,Product Manager,natural
14886894,Diploma,3,"css, design systems, ui/ux, wireframing",frontend development,None,university,5,design,UI/UX Designer,natural
25651b86,MBA,7,"content writing, email marketing, google analytics",growth marketing,HubSpot Marketing,workplace,6,marketing,Digital Marketer,natural
da4808dc,BSc,4,"business analysis, pandas, r, tableau, data analysis",business intelligence,None,workplace,2,data,Data Analyst,natural
98130a68,BTech,6,"docker, linux, git, jenkins",cloud infrastructure,Kubernetes CKA,workplace,5,devops,DevOps Engineer,natural
272a6690,BSc,4,"pandas, tableau, google analytics, excel",data engineering,Tableau Desktop,university,4,data,Data Analyst,natural
7d7a25d6,BTech,3,"ansible, ci/cd, docker, linux",backend development,Kubernetes CKA,workplace,3,devops,DevOps Engineer,natural
97dadede,BCA,4,"next.js, javascript, css, typescript",frontend development,freeCodeCamp,university,4,web,Web Developer,natural
beb13239,MBA,2,"jira, business analysis, process mapping, tableau",growth marketing,CBAP,self-taught,5,business,Business Analyst,natural
d4636c39,MCA,2,"azure, cloud computing, google cloud, kubernetes",backend development,None,online-course,4,cloud,Cloud Engineer,natural
